what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351736758110
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351736759126
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351736818787
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351736841230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351736874389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351736913195
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351736942306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737120072
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351737123329
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737205747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737206452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737246138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737430879
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351737437525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737475883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737580531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351737598940
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351737600257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1351737608039
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351737609849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737611571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737642545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737660876
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737761859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737791842
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737792092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351737796379
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351737797507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737799234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737863261
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351737881221
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351737881692
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351737884186
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737885666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351737964767
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351737964899
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351737982512
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351737984563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351738005466
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351738011882
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1351738086614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351738093404
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351738093626
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351738094804
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351738169717
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351738185393
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351738185653
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351738202787
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351738242799
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351738243762
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1351738299006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1351738306921
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1351738314002
