what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824407739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824496987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1351824508429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824517154
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824520051
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351824521615
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351824524954
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1351824528555
started,bundle,org.tigris.subversion.clientadapter.javahl,1.6.17,"org.tigris.subversion.clientadapter.javahl",1351824528562
started,bundle,org.tigris.subversion.clientadapter.svnkit,1.6.15,"org.tigris.subversion.clientadapter.svnkit",1351824528563
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351824535395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1351824548809
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351824551367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824556073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824613171
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351824615444
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351824620768
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824641442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824649961
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824651217
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351824662826
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1351824761971
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351824797821
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.smartEnter",1351824890155
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1351824909221
