what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834208797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834210123
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834214429
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351834229800
no handler,command,org.eclipse.gef,,"org.eclipse.gef.zoom_in",1351834233392
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1351834234242
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1351834235430
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351834238906
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351834239440
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834240627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834302812
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351834302950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351834358158
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351834360383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834360433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834360443
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351834363406
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351834393097
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351834393783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834395714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834410604
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351834412775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834413914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834449979
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834500865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834501851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351834504463
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351834505343
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351834506639
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834507785
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834745506
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351834747288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834751392
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351834756162
