what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751277343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751383344
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351751386383
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751454535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751455553
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751462721
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751502385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751523004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751524884
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351751535086
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351751550136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751551753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751590176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1351751632882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1351751659284
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351751716590
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351751717345
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351751721055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751722136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751763688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351751838038
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351751838557
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351751845019
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351751868140
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildAll",1351751870443
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751871647
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751877781
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.ToggleBreakpoint",1351751879464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751880543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751961799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1351751965656
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351751967320
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752003688
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1351752054729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752064543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752081528
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1351752082754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752090169
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752241641
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752354626
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752361583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752371169
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1351752373200
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1351752374141
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1351752374160
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1351752374160
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1351752374170
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1351752374181
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1351752374190
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1351752374201
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1351752374201
stopped,bundle,com.soyatec.eemf,3.7.1.20110624,"com.soyatec.eemf",1351752374223
stopped,bundle,com.soyatec.additional,3.7.1.20110624,"com.soyatec.additional",1351752374248
stopped,bundle,com.soyatec.core,3.7.1.20110624,"com.soyatec.core",1351752374272
